word,occurences,,
the inquirer enquirer,1,,
lcd,1,,
a canon cannon,1,,
brays braise,1,,
to raise rays,1,,
zac,1,,
good offense,1,,
angel played by david boreanaz,1,,
caterer,1,,
scott wolf,1,,
in the grave,1,,
shore,1,,
between your legs,1,,
zabars,1,,
behind the ears,1,,
its too late,1,,
ta,1,,
a pc,1,,
to shout,1,,
a night at the roxbury,1,,
to wipe out,1,,
its pat,1,,
an incubation chamber,1,,
to dramatize,1,,
magnetize,1,,
iodized,1,,
localized,1,,
wade boggs or tony gwynn,1,,
kirby puckett,1,,
a stargazer,1,,
son of sam david berkowitz,1,,
grievous,1,,
serves,1,,
sh 333gun,1,,
laughing gas or nitrous oxide,1,,
a parting of the ways,1,,
harakiri or seppuku,1,,
pffft or any other reasonable response,1,,
match game 74,1,,
leiber stoller,1,,
raider,1,,
dont cry for me argentina or evita,1,,
1 of jill esmond vivien leigh or joan plowright,1,,
the city council,1,,
the supreme court of massachusetts,1,,
the ftc the federal trade commission,1,,
the ugly stepsisters,1,,
apartments,1,,
georges auguste escoffier,1,,
a platter,1,,
the nationalists,1,,
christopher tolkien,1,,
the peoples liberation army,1,,
molsons,1,,
an insurance company,1,,
a money market,1,,
ammortization,1,,
a headmistress,1,,
pimientos,1,,
a clam jam,1,,
the big dipper or the north star,1,,
last quarter,1,,
the doges of venice,1,,
fly by night,1,,
a wolf flow,1,,
matt damon nomad,1,,
peels sleep,1,,
jack elam male,1,,
the arabianamerican company,1,,
an algae,1,,
dray yard,1,,
third generation,1,,
powerline networking,1,,
a swim,1,,
the neil simon theatre,1,,
nicola sacco,1,,
saccharide,1,,
pietro mascagni,1,,
the national hockey league nhl,1,,
the pussy willow,1,,
sleeveless,1,,
the cornucopia,1,,
the sixth inning,1,,
r stanton avery,1,,
the sack dress,1,,
illegal or immoral,1,,
akon,1,,
a caftan,1,,
an innuendo,1,,
fum,1,,
the us europe,1,,
the chancellor,1,,
fi,1,,
new revised standard version,1,,
pell grants,1,,
teardrops,1,,
andy of mayberry or the andy griffith show,1,,
johnson lyndon baines,1,,
elton john roberts,1,,
amazing grace period,1,,
sixth sense and sensibility,1,,
a rapid deployment force,1,,
the red and the black beauty,1,,
sheds its skin,1,,
colt 45s,1,,
sedition acts,1,,
curtsey,1,,
junior league,1,,
filetsfillets,1,,
a best boy,1,,
shopgirl,1,,
the moment of truth,1,,
iris viruses,1,,
section 8,1,,
his scaffold,1,,
chris rock of gibraltar,1,,
dallas ft worth,1,,
the price is right to bear arms,1,,
jo march of the penguins,1,,
1 of natural gas or petroleum,1,,
ugly american idol,1,,
a hydrocarbon,1,,
west virginia woolf,1,,
launch one ship,1,,
côte divoire or the ivory coast,1,,
akira,1,,
venus uranus,1,,
mystery writing,1,,
sustained,1,,
visions of sugar plums,1,,
vision quest,1,,
princess mononoke,1,,
brady quinn,1,,
homegrown,1,,
a trefoil,1,,
lids,1,,
a landlady,1,,
alpha tauri,1,,
goalkeeper or goalie,1,,
rapa nui,1,,
weeb ewbank,1,,
sir anthony eden,1,,
a pushpinnacle,1,,
carson palmer,1,,
the cratchits,1,,
a suspectoral,1,,
teepeekaboo,1,,
spandexterity,1,,
the shues,1,,
an almanachronism,1,,
stanley donen,1,,
olestra,1,,
tagamet,1,,
disc jockeys,1,,
getting what you want,1,,
ethan hawke gwyneth paltrow,1,,
a brown rat,1,,
pups,1,,
dueling banjoes,1,,
rats fleeing a sinking ship,1,,
its a small world pirates of the caribbean,1,,
the école des beaux arts,1,,
red lion,1,,
the tale of genji,1,,
a sister,1,,
miss olympia,1,,
brain drain,1,,
the air,1,,
a night to remember,1,,
lets stay together,1,,
seine river,1,,
fidelity magellan,1,,
the macys thankgiving parade,1,,
cinémathèque française,1,,
fred sanford,1,,
stan kyle,1,,
angel face,1,,
charlie bartlett,1,,
live earth,1,,
a love note or letter,1,,
two turntables and a microphone,1,,
devonian,1,,
melvin laird,1,,
degaussing,1,,
the dalton,1,,
reggie bush or bo jackson,1,,
bigeared or longeared,1,,
reincarnations,1,,
lunch supper,1,,
a clump,1,,
potbellied pig,1,,
straight face,1,,
spinal fluid,1,,
budgerigar,1,,
no 10 downing street,1,,
french indian us civil spanishamerican,1,,
telescope telegraph telephone,1,,
tyler taylor taft,1,,
da vinci rembrandt van gogh,1,,
chow yunfat,1,,
alfred richard henry,1,,
url uniform resource locator,1,,
grade,1,,
womens hockey team,1,,
mynamynah,1,,
apiary,1,,
zionist movement,1,,
mark twain life on the mississippi,1,,
wiretap,1,,
right side,1,,
digital audio taping,1,,
senate chamber,1,,
creepers,1,,
assimilate,1,,
impressions,1,,
finish the job,1,,
3 feet high,1,,
as snug as a bug in a rug,1,,
the neverhood or skullmonkeys,1,,
martin luther king jr day,1,,
quadrilaterals,1,,
quirk,1,,
estrous,1,,
cardinals st louis baseball arizona football or giants san francisco baseball new york football,1,,
brainer,1,,
cultures,1,,
the salad bar,1,,
on his pager,1,,
william lauderdale,1,,
the open boat,1,,
bull terrier,1,,
primordial,1,,
cause celebre,1,,
general motors ev1,1,,
sciences,1,,
national endowment for the humanities,1,,
hercules the legendary journeys,1,,
chemical brothers,1,,
a barbary ape or a gibraltar ape,1,,
mongolstartarsgolden horde,1,,
portishead,1,,
rice spice,1,,
melon felon,1,,
hague plague,1,,
lacademie francaise the french academy,1,,
mighty ducks of anaheim,1,,
mimis mother,1,,
peaches and herb,1,,
garbagetrash bag,1,,
shelves,1,,
nail fileemery board,1,,
generator,1,,
set dresser,1,,
carbon 14,1,,
film loader,1,,
donna shalala former chancellor of the university of wisconsin,1,,
ve day or germanys surrender,1,,
galapagos,1,,
sicilies,1,,
the feast of lights,1,,
a beast,1,,
bowl championship series,1,,
equalopportunity employer,1,,
ledger lines,1,,
hoisin,1,,
the tennessee walker walking horse,1,,
sostenuto,1,,
ar,1,,
35to1,1,,
a gland,1,,
nolimit poker,1,,
farm system,1,,
an eland,1,,
a guitar solo,1,,
your eye teeth,1,,
toothandnail,1,,
the incisor,1,,
the committees of correspondence,1,,
the tea rose,1,,
a day tripper,1,,
a flexible straw,1,,
a malted,1,,
a damask rose,1,,
daemon,1,,
a dead zone,1,,
the old guard,1,,
postage due,1,,
garble,1,,
after all tomorrow is another day,1,,
turning states evidence,1,,
a purebred,1,,
a japan fan,1,,
a norway doorway,1,,
johan santana,1,,
starbuck island,1,,
morocco taco,1,,
an rbi,1,,
greece fleece,1,,
an ecuador chore,1,,
120000,1,,
sage riders of the purple sage,1,,
the saguaro cactus,1,,
the lernaean hydra,1,,
american federation of television and radio artists,1,,
sagamore hill,1,,
susan powter,1,,
sodium chlorate,1,,
sue miller,1,,
a nomenclature,1,,
australia argentina,1,,
pigmentation,1,,
purification,1,,
kt tunstall,1,,
a 38,1,,
a clark bar,1,,
sockeye,1,,
eric knight,1,,
april is the cruellest month,1,,
retired,1,,
ice skating mens figure skating,1,,
1 of faulkner tarkington john updike,1,,
i am a camera,1,,
mystery science theater,1,,
south wales,1,,
a tko or technical knockout,1,,
yeardley smith,1,,
spell checker,1,,
bill archer,1,,
central bank of england,1,,
pingpong balls,1,,
radovan karadzic,1,,
a ripoff,1,,
pylons or traffic cones,1,,
bureau of alcohol tobacco and firearms,1,,
rowland evans robert novak,1,,
hurt you,1,,
nea national education association,1,,
fond,1,,
july 5th,1,,
us air force,1,,
hair of the dog that bit you,1,,
a dead cat bounce,1,,
sound mind,1,,
dvo 345ák,1,,
the american mind,1,,
qadaffi,1,,
a jerboa,1,,
bill lear,1,,
robs peter,1,,
fillibustering,1,,
woody herman and the thundering herds,1,,
expatriation,1,,
king constantine ii former king constantine,1,,
2007,1,,
on the radio,1,,
a romance novel,1,,
queens of egypt,1,,
piaf,1,,
on you,1,,
were off to see the wizard,1,,
lamont cranston,1,,
françoise sagan,1,,
stranger on the shore,1,,
the environment,1,,
on and on,1,,
the world horse population,1,,
washington dc philadelphia,1,,
20 century fox,1,,
royal blue,1,,
boston fenway park,1,,
general henry knox,1,,
zero coupons,1,,
pinewood,1,,
until winning a race,1,,
dresden china,1,,
cyclopses,1,,
eland,1,,
the ashmolean museum,1,,
the trial of sacco vanzetti,1,,
bedlington terrier,1,,
seats,1,,
an equal sign,1,,
john paul ii karol wojtyla,1,,
penny stock,1,,
the seventh thou shalt not commit adultery,1,,
a 401k plan,1,,
the truth in lending act,1,,
vulgate,1,,
holy week,1,,
stimulation,1,,
a hazmat diver,1,,
feist,1,,
the normandy invasion,1,,
arlington house,1,,
a dyad,1,,
the christmas season,1,,
trilogy,1,,
bertie ahern,1,,
there will be blood oranges,1,,
a hard days night of the living dead,1,,
horton hears a who framed roger rabbit,1,,
no country for old men in trees,1,,
million dollar baby boom,1,,
its pointless theres no point accepted,1,,
the lan down under,1,,
tigers eye,1,,
small medium at large,1,,
you can run but you cant hyde,1,,
louisa,1,,
a fairgrounds,1,,
castle rock,1,,
the fairness doctrine,1,,
green hills,1,,
christopher kit carson,1,,
comstock,1,,
marine corps marching band,1,,
candy lightner,1,,
lose weight,1,,
breastbone sternum,1,,
christoph gluck,1,,
operation desert stormpersian gulf war,1,,
saint francis xavier,1,,
start ii strategic arms reduction treaty,1,,
the treaty of ghent ended the war of 1812,1,,
church of jesus christ of latterday saints mormon,1,,
francis joseph cardinal spellman,1,,
sandhills,1,,
children of the corn,1,,
coupé,1,,
mervyn leroy,1,,
kevin mchale,1,,
he aint heavy hes my brother,1,,
gonads,1,,
irradiated,1,,
corroded,1,,
paper rock scissor,1,,
rudderless,1,,
dumps,1,,
caught redhanded,1,,
great depression,1,,
evening primrose,1,,
vasoconstrictor,1,,
seven deadly sins,1,,
straits of mackinac,1,,
robert james waller the bridges of madison county,1,,
san antonio site of the alamo,1,,
omega omicron,1,,
edith roosevelt,1,,
2 of marlon brando gary cooper dustin hoffman fredric march spencer tracy,1,,
violin strings,1,,
extinct volcanoes,1,,
night music,1,,
tatiana gutsu,1,,
quite continental,1,,
to kill him if he missed with the first one,1,,
osculate,1,,
friedrich schiller,1,,
egyptian greek,1,,
a horse course,1,,
claudel,1,,
the bottlenose dolphin,1,,
tenzing norgay tenzing the sherpa accepted,1,,
dutch treats,1,,
london broils,1,,
canadian bacons,1,,
mendenhall glacier,1,,
kontiki by thor heyerdahl,1,,
snowboards,1,,
a horseshoe nail,1,,
a suffragist,1,,
terrorists,1,,
ebony phonics,1,,
the medulla oblongata or the brain stem,1,,
it gets kinged or crowned,1,,
a sixpointed star shape,1,,
a finesse,1,,
the barre or bar,1,,
the hopis,1,,
a savings,1,,
the colorado plateau,1,,
a college education,1,,
treasury bonds savings bonds accepted,1,,
aloe vera aloe accepted,1,,
above the head,1,,
2nd position,1,,
broadway joe namath,1,,
double platinum,1,,
elevator music,1,,
dick lane,1,,
vieques,1,,
gator,1,,
986 degrees,1,,
g gforce,1,,
singing telegrams,1,,
australia or new zealand,1,,
f franc,1,,
j jump shot,1,,
eroica heroic,1,,
51 seconds,1,,
coonhounds,1,,
borzois,1,,
undulate ungulate,1,,
the braves boston milwaukee atlanta,1,,
an outhouse,1,,
onze,1,,
core samples,1,,
the phanatic,1,,
a panty raid,1,,
icahn,1,,
iambs,1,,
a volcanic eruption or volcanic explosion,1,,
pygmy chimpanzees,1,,
mary wollstonecraft godwin,1,,
merck manual,1,,
inspector morse,1,,
sweepstakes,1,,
the velociraptor,1,,
the writers guild strike,1,,
a barosaurus,1,,
delta formation,1,,
omega man,1,,
handicapped access,1,,
wwf world wildlife fund,1,,
bluebonnet,1,,
cancer the crab or leo the lion,1,,
jiffy,1,,
mercer,1,,
brownie mcghee,1,,
the state of delaware,1,,
mincemeat pie mince pie accepted,1,,
cogwheels or cogs,1,,
burst or pop,1,,
penny singleton,1,,
a horse a donkey,1,,
billy vera,1,,
his brushes,1,,
thomas stearns ts eliot,1,,
the provisional ira,1,,
billy eckstine,1,,
the prime ministers retreat or official country residence,1,,
titusville,1,,
take this job and shove it,1,,
2 of black brown redlegged,1,,
sunshine on my shoulder,1,,
his bow tie,1,,
old people,1,,
hurd hatfield,1,,
masters or slaveowners,1,,
an androcracy,1,,
the wright brothers orville wilbur,1,,
luke or matthew,1,,
the coptic christian church,1,,
the high holy days,1,,
the civil war or the war between the states,1,,
mimì,1,,
the screw propeller,1,,
the chautauqua movement,1,,
the straits of messina,1,,
pancake batter,1,,
grand canyon national park,1,,
the flying dutchman der fliegende holländer,1,,
library bookstore,1,,
motet,1,,
the rider,1,,
eubie,1,,
drew bledsoe,1,,
rome italy,1,,
chuck bednarik,1,,
urinetown,1,,
deltoid muscle,1,,
the washing machine,1,,
a car engine,1,,
wound,1,,
speed chess,1,,
quaker baker,1,,
frozen food,1,,
scary dairy,1,,
heavy chevy,1,,
pure food and drug act,1,,
linoleum around 1860,1,,
california san francisco lax,1,,
leyden jar 1745,1,,
beaten cretan,1,,
yucca mountain,1,,
lake placid new york,1,,
jimsonweed jamestown weed,1,,
chloe sevigny,1,,
puppy chow,1,,
b2k,1,,
a paperweight,1,,
phat farm,1,,
5 7 9,1,,
massachusetts statehood,1,,
the popsicle,1,,
tithes,1,,
malts,1,,
the eucharist communion,1,,
chicken wings,1,,
points of light foundation,1,,
polygamist,1,,
lorna luft,1,,
cargo jet,1,,
fountainhead,1,,
canada prince edward island,1,,
b29 the one that carried the atomic bomb,1,,
reckon,1,,
in childbirth,1,,
airman first class,1,,
surrender dorothy hamill,1,,
b tannhauser,1,,
cutoffs,1,,
the everly brothers grimm,1,,
c compress,1,,
boxer shorts,1,,
the magical mystery tour de france,1,,
c the mad stork,1,,
the sixth sense and sensibility,1,,
d selenium,1,,
jamaica shorts,1,,
practice makes perfect strangers,1,,
b renzo piano,1,,
roman meal bread,1,,
39 degrees,1,,
early bird,1,,
tight end,1,,
republic of korea south korea,1,,
inspection,1,,
artesian well,1,,
archimedes screw,1,,
capetian dynasty,1,,
the ateens,1,,
sacagewea,1,,
i cry,1,,
try try again try and try again accepted,1,,
the sabertooth,1,,
2 of alaska arizona alabama ohio,1,,
subliminal advertisements,1,,
sit down and shut up,1,,
nolan bushnell,1,,
overworked underpaid,1,,
first woman governor,1,,
nancy about frank sinatras daughter,1,,
ringnecked pheasant,1,,
lets all go to the lobby to get ourselves a treat,1,,
etta place,1,,
ill be back,1,,
kelvinator,1,,
pufferfish,1,,
edmond dantes,1,,
starestar,1,,
it takes two,1,,
orthodox church,1,,
scarescar,1,,
united methodist church,1,,
barrowarrow,1,,
guildgild,1,,
cape verde islands,1,,
7 points,1,,
hearthheath,1,,
tbone steak,1,,
pit bull,1,,
ho chi minh trail,1,,
marsh gas,1,,
they come home to roost,1,,
dessertsstressed,1,,
peoples sexiest man alive,1,,
sinneddennis,1,,
drawerreward,1,,
mining camp,1,,
deliverreviled,1,,
laura harring,1,,
dred scott decision,1,,
vinny testaverde,1,,
sloopsspools,1,,
domenikos theotokopoulos in greek,1,,
oklahoma ok,1,,
toledo spain toledo ohio,1,,
queen sofia of spain,1,,
tv judges,1,,
jamie kennedy,1,,
dubbed,1,,
pluto because its so far away,1,,
jochebed,1,,
vibes vibraphone,1,,
standup guy,1,,
crackle pop,1,,
sweetsuite,1,,
bebopbop,1,,
nayneigh,1,,
basksbasques,1,,
citesight,1,,
buttonholes,1,,
inline skates,1,,
rameses the great,1,,
wind farm windmill,1,,
computer aided design,1,,
spain the united states,1,,
the lionhearted,1,,
lord nelsons column,1,,
the opening of the chunnel the channel tunnel,1,,
double,1,,
the chief justice of the united states chief justice of the supreme court,1,,
ddaynormandy,1,,
the doberman pinscher,1,,
maria ouspenskaya,1,,
marlboros,1,,
alcohol or liquor,1,,
the manuscript,1,,
40to40 or 40 all,1,,
a meal,1,,
a polygamist,1,,
dearly beloved,1,,
halfleagues,1,,
greg the bunny,1,,
antonio sabato jr,1,,
requiem mass,1,,
superior court judge,1,,
bureau of mines,1,,
punchbowl,1,,
css hunley,1,,
the olympic games first of the modern era,1,,
in the pot nine days old,1,,
frond,1,,
sinners in the hands of an angry god,1,,
upon a time,1,,
peter puget,1,,
eureka california,1,,
rosie perez,1,,
anchorage alaska,1,,
descend,1,,
off roadhighway,1,,
tacoma washington,1,,
outofbodyneardeath,1,,
the xpresidents,1,,
pahree,1,,
the snowshoe,1,,
birth certificates,1,,
mels hells,1,,
marks sparks,1,,
jeffs refs,1,,
stock certificates,1,,
russells hustles,1,,
gold certificates,1,,
bruces cabooses,1,,
rona barrett,1,,
sea wolf,1,,
paperlumbertimber,1,,
zechariah zephaniah,1,,
515,1,,
justice scalia,1,,
howard taft,1,,
the hot house,1,,
tower records,1,,
15 9 6,1,,
the called shot,1,,
washington jefferson madison monroe,1,,
teleflora,1,,
terns,1,,
miller genuine draft,1,,
anchor steam,1,,
they give birth to live young,1,,
george vancouver vancouver island,1,,
continental divide,1,,
pen den,1,,
spider rider,1,,
mandrell,1,,
hacker tracker,1,,
good man,1,,
mercy mercy me,1,,
rifle trifle,1,,
commissar,1,,
beacon deacon,1,,
wily,1,,
wart,1,,
college football hall of fame,1,,
trenchcoat,1,,
stanley iris,1,,
wisp,1,,
the brothers mcmullen,1,,
black urban professional,1,,
dare drug abuse resistance education,1,,
a paper bag over his head,1,,
accordion fold,1,,
the muscles from brussels,1,,
when you see the whites of their eyes,1,,
wrigley building,1,,
lake shore drive,1,,
its me margaret,1,,
chicago mercantile exchange,1,,
head of the fbi,1,,
an american family,1,,
wife house ass or man servant maid servant ox,1,,
a o k,1,,
lindy hop,1,,
canadian pacific,1,,
bernard baruch,1,,
femur tibia,1,,
the ringleader,1,,
harrys bar,1,,
ring toss,1,,
doe a deer a female deer,1,,
cape cod bay,1,,
archy,1,,
an elberta,1,,
the lionbackers,1,,
update,1,,
arabic peninsula,1,,
national film board of canada,1,,
hudsons bay company,1,,
upper peninsula,1,,
discovered iridium,1,,
the flag of the united states of america,1,,
ir,1,,
strobe light,1,,
asteroidmeteorite hitting the earth,1,,
marsha,1,,
making a turn left or right,1,,
hoofer,1,,
pabst blue ribbon beer,1,,
lobster newburgh,1,,
1992 the 500th anniversary of columbus voyage there,1,,
old boy network old boys club accepted,1,,
queen elizabeth iis golden jubilee,1,,
bunker breeds hill,1,,
shatter it,1,,
athon as in marathon,1,,
nik,1,,
dennis hastert speaker of the house,1,,
sugar beet,1,,
humidor,1,,
steve austin the six million dollar man,1,,
eighth of an inch,1,,
aint no woman like the one ive got,1,,
v 5,1,,
reform party,1,,
love in an elevator,1,,
takin care of business,1,,
3 feet under,1,,
nodules,1,,
john mctiernan,1,,
dolmen,1,,
enlist in the military,1,,
italian torricelli volta,1,,
independence dayfourth of july,1,,
out of wedlock,1,,
book of the month club,1,,
contract law,1,,
outland trophy,1,,
lock box,1,,
fifth position,1,,
the fifth book of the bible,1,,
peter tchaikovsky,1,,
fishmonger,1,,
john schlesinger,1,,
